Timestamp,id,type,x,y
06/06/2014 08:05,398396,movement,80,78
06/06/2014 08:05,2096121,movement,14,67
06/06/2014 08:05,1772261,movement,37,73
06/06/2014 08:05,1288298,movement,64,92
06/06/2014 08:05,615627,movement,63,97
06/06/2014 08:05,1772261,movement,36,72
06/06/2014 08:05,1288298,movement,63,91
06/06/2014 08:05,2096121,movement,15,67
06/06/2014 08:05,1772261,movement,35,71
06/06/2014 08:05,398396,movement,79,78
06/06/2014 08:05,328117,movement,64,98
06/06/2014 08:05,615627,movement,63,96
06/06/2014 08:05,1772261,movement,34,70
06/06/2014 08:05,1288298,movement,62,90
06/06/2014 08:05,328117,movement,63,97
06/06/2014 08:05,570267,check-in,99,77
06/06/2014 08:05,398396,movement,78,77
06/06/2014 08:05,1772261,movement,33,69
06/06/2014 08:05,2096121,movement,16,66
06/06/2014 08:05,615627,movement,64,95
06/06/2014 08:05,1288298,movement,61,89
06/06/2014 08:05,328117,movement,64,96
06/06/2014 08:05,1772261,movement,33,68
06/06/2014 08:05,1288298,movement,60,88
06/06/2014 08:05,328117,movement,64,95
06/06/2014 08:05,544439,check-in,63,99
06/06/2014 08:05,2096121,movement,17,67
06/06/2014 08:05,1772261,movement,34,67
06/06/2014 08:05,398396,movement,77,76
06/06/2014 08:05,615627,movement,64,94
06/06/2014 08:05,328117,movement,65,94
06/06/2014 08:05,1772261,movement,34,66
06/06/2014 08:05,1288298,movement,59,89
06/06/2014 08:05,615627,movement,64,93
06/06/2014 08:05,398396,movement,76,75
06/06/2014 08:05,1772261,movement,33,65
06/06/2014 08:05,2096121,movement,18,67
06/06/2014 08:05,328117,movement,65,93
06/06/2014 08:05,1288298,movement,58,88
06/06/2014 08:05,1772261,movement,34,64
06/06/2014 08:06,328117,movement,64,92
06/06/2014 08:06,615627,movement,64,92
06/06/2014 08:06,1288298,movement,57,88
06/06/2014 08:06,398396,movement,75,75
06/06/2014 08:06,1772261,movement,34,63
06/06/2014 08:06,2096121,movement,19,67
06/06/2014 08:06,570267,movement,98,77
06/06/2014 08:06,328117,movement,63,91
06/06/2014 08:06,766528,check-in,99,77
06/06/2014 08:06,1772261,movement,33,62
06/06/2014 08:06,1288298,movement,56,87
06/06/2014 08:06,615627,movement,65,91
06/06/2014 08:06,328117,movement,62,90
06/06/2014 08:06,570267,movement,97,77
06/06/2014 08:06,1772261,movement,32,62
06/06/2014 08:06,398396,movement,74,76
06/06/2014 08:06,2096121,movement,20,67
06/06/2014 08:06,919935,check-in,99,77
06/06/2014 08:06,1288298,movement,55,87
06/06/2014 08:06,544439,movement,63,98
06/06/2014 08:06,328117,movement,61,89
06/06/2014 08:06,1772261,movement,31,61
06/06/2014 08:06,615627,movement,66,90
06/06/2014 08:06,570267,movement,96,77
06/06/2014 08:06,1288298,movement,54,86
06/06/2014 08:06,2096121,movement,21,66
06/06/2014 08:06,328117,movement,60,89
06/06/2014 08:06,398396,movement,73,77
06/06/2014 08:06,1772261,movement,30,60
06/06/2014 08:06,544439,movement,64,97
06/06/2014 08:06,2022703,check-in,0,67
06/06/2014 08:06,1772261,movement,29,60
06/06/2014 08:06,570267,movement,95,77
06/06/2014 08:06,328117,movement,59,89
06/06/2014 08:06,615627,movement,67,89
06/06/2014 08:06,1288298,movement,53,85
06/06/2014 08:06,544439,movement,64,96
06/06/2014 08:06,864973,check-in,63,99
06/06/2014 08:06,1848529,check-in,63,99
06/06/2014 08:06,119477,check-in,63,99
06/06/2014 08:06,1772261,movement,28,59
06/06/2014 08:06,398396,movement,72,76
06/06/2014 08:06,2096121,movement,22,66
06/06/2014 08:06,328117,movement,58,88
06/06/2014 08:06,1288298,movement,52,84
06/06/2014 08:06,544439,movement,64,95
06/06/2014 08:06,570267,movement,94,77
06/06/2014 08:06,1772261,movement,27,58
06/06/2014 08:06,615627,movement,66,88
06/06/2014 08:06,328117,movement,57,87
06/06/2014 08:06,766528,movement,98,77
06/06/2014 08:06,1288298,movement,51,83
06/06/2014 08:06,2096121,movement,23,66
06/06/2014 08:06,544439,movement,64,94
06/06/2014 08:06,398396,movement,71,77
06/06/2014 08:06,1772261,movement,26,57
06/06/2014 08:06,570267,movement,93,77
06/06/2014 08:06,328117,movement,56,87
06/06/2014 08:06,615627,movement,67,87
06/06/2014 08:06,1772261,movement,25,56
06/06/2014 08:06,766528,movement,97,76
06/06/2014 08:06,1288298,movement,50,84
06/06/2014 08:07,544439,movement,65,93
06/06/2014 08:07,919935,movement,98,76
06/06/2014 08:07,328117,movement,55,87
06/06/2014 08:07,2096121,movement,24,66
06/06/2014 08:07,398396,movement,70,76
06/06/2014 08:07,1772261,movement,24,55
06/06/2014 08:07,570267,movement,92,77
06/06/2014 08:07,766528,movement,96,77
06/06/2014 08:07,1288298,movement,49,83
06/06/2014 08:07,919935,movement,97,76
06/06/2014 08:07,544439,movement,65,92
06/06/2014 08:07,615627,movement,68,86
06/06/2014 08:07,1772261,movement,23,54
06/06/2014 08:07,328117,movement,54,86
06/06/2014 08:07,766528,movement,95,76
06/06/2014 08:07,570267,movement,91,78
06/06/2014 08:07,1288298,movement,48,82
06/06/2014 08:07,398396,movement,69,75
06/06/2014 08:07,2022703,movement,1,67
06/06/2014 08:07,544439,movement,65,91
06/06/2014 08:07,2096121,movement,25,67
06/06/2014 08:07,1772261,movement,22,53
06/06/2014 08:07,919935,movement,96,77
06/06/2014 08:07,328117,movement,53,85
06/06/2014 08:07,615627,movement,69,85
06/06/2014 08:07,2022703,movement,2,66
06/06/2014 08:07,1772261,movement,21,52
06/06/2014 08:07,766528,movement,94,76
06/06/2014 08:07,1288298,movement,47,81
06/06/2014 08:07,544439,movement,66,90
06/06/2014 08:07,328117,movement,52,85
06/06/2014 08:07,919935,movement,95,77
06/06/2014 08:07,570267,movement,90,78
06/06/2014 08:07,1772261,movement,20,51
06/06/2014 08:07,2096121,movement,26,67
06/06/2014 08:07,398396,movement,68,74
06/06/2014 08:07,2022703,movement,3,66
06/06/2014 08:07,615627,movement,69,84
06/06/2014 08:07,766528,movement,93,76
06/06/2014 08:07,328117,movement,51,85
06/06/2014 08:07,1288298,movement,46,80
06/06/2014 08:07,544439,movement,67,89
06/06/2014 08:07,919935,movement,94,76
06/06/2014 08:07,2022703,movement,4,67
06/06/2014 08:07,1772261,movement,19,50
06/06/2014 08:07,570267,movement,89,78
06/06/2014 08:07,766528,movement,92,77
06/06/2014 08:07,328117,movement,50,84
06/06/2014 08:07,1288298,movement,45,79
06/06/2014 08:07,919935,movement,93,77
06/06/2014 08:07,544439,movement,68,88
06/06/2014 08:07,398396,movement,69,73
06/06/2014 08:07,1772261,movement,18,49
06/06/2014 08:07,2096121,movement,27,67
06/06/2014 08:07,2022703,movement,5,67
06/06/2014 08:07,615627,movement,69,83
06/06/2014 08:07,864973,movement,64,98
06/06/2014 08:07,328117,movement,49,83
06/06/2014 08:07,570267,movement,88,79
06/06/2014 08:07,2022703,movement,6,67
06/06/2014 08:07,1772261,movement,17,48
06/06/2014 08:07,766528,movement,91,78
06/06/2014 08:07,1288298,movement,44,78
06/06/2014 08:07,919935,movement,92,78
06/06/2014 08:07,544439,movement,68,87
06/06/2014 08:07,864973,movement,64,97
06/06/2014 08:07,398396,movement,68,72
06/06/2014 08:07,2096121,movement,28,66
06/06/2014 08:07,1772261,movement,17,47
06/06/2014 08:07,328117,movement,48,82
06/06/2014 08:07,615627,movement,70,82
06/06/2014 08:07,2022703,movement,7,67
06/06/2014 08:07,766528,movement,90,78
06/06/2014 08:07,1288298,movement,43,78
06/06/2014 08:07,570267,movement,87,79
06/06/2014 08:07,919935,movement,91,78
06/06/2014 08:07,544439,movement,68,86
06/06/2014 08:07,1343758,check-in,63,99
06/06/2014 08:07,864973,movement,64,96
06/06/2014 08:07,119477,movement,64,98
06/06/2014 08:07,2022703,movement,8,66
06/06/2014 08:07,1772261,movement,16,46
06/06/2014 08:07,328117,movement,47,81
06/06/2014 08:07,1848529,movement,63,98
06/06/2014 08:08,766528,movement,89,79
06/06/2014 08:08,1288298,movement,42,77
06/06/2014 08:08,615627,movement,70,81
06/06/2014 08:08,119477,movement,63,97
06/06/2014 08:08,919935,movement,90,79
06/06/2014 08:08,1848529,movement,63,97
06/06/2014 08:08,398396,movement,69,71
06/06/2014 08:08,2096121,movement,29,66
06/06/2014 08:08,2022703,movement,9,66
06/06/2014 08:08,1772261,movement,15,45
06/06/2014 08:08,544439,movement,69,85
06/06/2014 08:08,570267,movement,86,80
06/06/2014 08:08,864973,movement,64,95
06/06/2014 08:08,328117,movement,46,80
06/06/2014 08:08,119477,movement,64,96
06/06/2014 08:08,1848529,movement,63,96
06/06/2014 08:08,2022703,movement,10,66
06/06/2014 08:08,1772261,movement,16,44
06/06/2014 08:08,766528,movement,88,79
06/06/2014 08:08,1288298,movement,41,76
06/06/2014 08:08,919935,movement,89,79
06/06/2014 08:08,544439,movement,69,84
06/06/2014 08:08,864973,movement,64,94
06/06/2014 08:08,119477,movement,64,95
06/06/2014 08:08,328117,movement,45,79
06/06/2014 08:08,1848529,movement,64,95
06/06/2014 08:08,615627,movement,71,80
06/06/2014 08:08,570267,movement,85,79
06/06/2014 08:08,1700834,check-in,63,99
06/06/2014 08:08,2022703,movement,11,67
06/06/2014 08:08,2096121,movement,30,67
06/06/2014 08:08,1772261,movement,17,43
06/06/2014 08:08,398396,movement,69,70
06/06/2014 08:08,766528,movement,87,80
06/06/2014 08:08,119477,movement,64,94
06/06/2014 08:08,864973,movement,64,93
06/06/2014 08:08,1288298,movement,40,75
06/06/2014 08:08,1848529,movement,64,94
06/06/2014 08:08,919935,movement,88,80
06/06/2014 08:08,328117,movement,44,79
06/06/2014 08:08,544439,movement,68,83
06/06/2014 08:08,1772261,check-in,17,43
06/06/2014 08:08,2022703,movement,12,67
06/06/2014 08:08,119477,movement,64,93
06/06/2014 08:08,1848529,movement,65,93
06/06/2014 08:08,615627,movement,72,79
06/06/2014 08:08,570267,movement,84,78
06/06/2014 08:08,766528,movement,86,81
06/06/2014 08:08,864973,movement,64,92
06/06/2014 08:08,328117,movement,43,78
06/06/2014 08:08,1288298,movement,39,74
06/06/2014 08:08,398396,movement,69,69
06/06/2014 08:08,919935,movement,87,81
06/06/2014 08:08,2022703,movement,13,66
06/06/2014 08:08,2096121,movement,31,67
06/06/2014 08:08,119477,movement,65,92
06/06/2014 08:08,544439,movement,69,82
06/06/2014 08:08,1848529,movement,64,92
06/06/2014 08:08,119477,movement,66,91
06/06/2014 08:08,864973,movement,63,91
06/06/2014 08:08,2022703,movement,14,67
06/06/2014 08:08,766528,movement,85,80
06/06/2014 08:08,328117,movement,42,77
06/06/2014 08:08,1848529,movement,65,91
06/06/2014 08:08,1288298,movement,38,74
06/06/2014 08:08,570267,movement,83,79
06/06/2014 08:08,544439,movement,70,81
06/06/2014 08:08,615627,movement,73,78
06/06/2014 08:08,919935,check-in,87,81
06/06/2014 08:08,119477,movement,67,90
06/06/2014 08:08,1848529,movement,66,90
06/06/2014 08:08,864973,movement,62,90
06/06/2014 08:08,2022703,movement,15,66
06/06/2014 08:08,398396,movement,68,68
06/06/2014 08:08,2096121,movement,32,67
06/06/2014 08:08,328117,movement,41,76
06/06/2014 08:08,766528,movement,84,79
06/06/2014 08:08,1288298,movement,37,73
06/06/2014 08:08,119477,movement,67,89
06/06/2014 08:08,544439,movement,71,80
06/06/2014 08:08,1848529,movement,67,89
06/06/2014 08:08,570267,movement,82,78
06/06/2014 08:08,2022703,movement,16,67
06/06/2014 08:08,615627,movement,74,77
06/06/2014 08:08,864973,movement,61,89
06/06/2014 08:08,119477,movement,66,88
06/06/2014 08:08,328117,movement,40,75
06/06/2014 08:08,1848529,movement,66,88
06/06/2014 08:08,766528,movement,83,78
06/06/2014 08:08,1288298,movement,36,72
06/06/2014 08:08,398396,movement,67,67
06/06/2014 08:08,2096121,movement,33,68
06/06/2014 08:08,2022703,movement,17,67
06/06/2014 08:08,544439,movement,70,79
06/06/2014 08:08,119477,movement,67,87
06/06/2014 08:08,1848529,movement,67,87
06/06/2014 08:08,864973,movement,60,89
06/06/2014 08:08,328117,movement,39,75
06/06/2014 08:08,570267,movement,81,78
06/06/2014 08:08,615627,movement,75,76
06/06/2014 08:08,119477,movement,68,86
06/06/2014 08:08,766528,movement,82,78
06/06/2014 08:08,2022703,movement,18,67
06/06/2014 08:08,1848529,movement,68,86
06/06/2014 08:08,1288298,movement,35,71
06/06/2014 08:09,544439,movement,71,78
06/06/2014 08:09,864973,movement,59,88
06/06/2014 08:09,328117,movement,38,74
06/06/2014 08:09,119477,movement,68,85
06/06/2014 08:09,2022703,movement,19,67
06/06/2014 08:09,398396,movement,68,66
06/06/2014 08:09,2096121,movement,33,69
06/06/2014 08:09,1848529,movement,68,85
06/06/2014 08:09,570267,movement,80,78
06/06/2014 08:09,766528,movement,81,79
06/06/2014 08:09,1288298,movement,34,70
06/06/2014 08:09,119477,movement,69,84
06/06/2014 08:09,864973,movement,58,87
06/06/2014 08:09,544439,movement,72,77
06/06/2014 08:09,615627,movement,76,77
06/06/2014 08:09,1848529,movement,69,84
06/06/2014 08:09,328117,movement,37,73
06/06/2014 08:09,2022703,movement,20,67
06/06/2014 08:09,119477,movement,68,83
06/06/2014 08:09,766528,movement,80,79
06/06/2014 08:09,1848529,movement,68,83
06/06/2014 08:09,1288298,movement,34,69
06/06/2014 08:09,864973,movement,57,87
06/06/2014 08:09,570267,movement,79,78
06/06/2014 08:09,544439,movement,73,76
06/06/2014 08:09,2096121,movement,34,70
06/06/2014 08:09,2022703,movement,21,66
06/06/2014 08:09,328117,movement,36,72
06/06/2014 08:09,398396,movement,68,65
06/06/2014 08:09,119477,movement,69,82
06/06/2014 08:09,1700834,movement,64,98
06/06/2014 08:09,1848529,movement,69,82
06/06/2014 08:09,615627,movement,77,77
06/06/2014 08:09,2022703,movement,22,67
06/06/2014 08:09,864973,movement,56,87
06/06/2014 08:09,766528,movement,79,78
06/06/2014 08:09,1288298,movement,33,68
06/06/2014 08:09,328117,movement,35,71
06/06/2014 08:09,119477,movement,70,81
06/06/2014 08:09,561890,check-in,99,77
06/06/2014 08:09,544439,movement,74,75
06/06/2014 08:09,1848529,movement,70,81
06/06/2014 08:09,570267,movement,78,77
06/06/2014 08:09,1700834,movement,63,97
06/06/2014 08:09,1343758,movement,64,98
06/06/2014 08:09,119477,movement,71,80
06/06/2014 08:09,398396,movement,69,64
06/06/2014 08:09,2022703,movement,23,66
06/06/2014 08:09,2096121,movement,35,71
06/06/2014 08:09,1848529,movement,71,80
06/06/2014 08:09,864973,movement,55,87
06/06/2014 08:09,766528,movement,78,77
06/06/2014 08:09,328117,movement,34,70
06/06/2014 08:09,615627,movement,78,77
06/06/2014 08:09,1288298,movement,33,67
06/06/2014 08:09,544439,movement,75,74
06/06/2014 08:09,1700834,movement,64,96
06/06/2014 08:09,119477,movement,72,79
06/06/2014 08:09,1848529,movement,72,79
06/06/2014 08:09,2022703,movement,24,66
06/06/2014 08:09,570267,movement,77,76
06/06/2014 08:09,1343758,movement,64,97
06/06/2014 08:09,864973,movement,54,86
06/06/2014 08:09,328117,movement,34,69
06/06/2014 08:09,119477,movement,73,78
06/06/2014 08:09,766528,movement,77,78
06/06/2014 08:09,1700834,movement,64,95
06/06/2014 08:09,1288298,movement,34,66
06/06/2014 08:09,1848529,movement,73,78
06/06/2014 08:09,1932928,check-in,63,99
06/06/2014 08:09,250943,check-in,63,99
06/06/2014 08:09,1155879,check-in,63,99
06/06/2014 08:09,398396,movement,70,63
06/06/2014 08:09,2022703,movement,25,67
06/06/2014 08:09,544439,movement,76,73
06/06/2014 08:09,2096121,movement,36,72
06/06/2014 08:09,615627,movement,79,77
06/06/2014 08:09,119477,movement,74,77
06/06/2014 08:09,864973,movement,53,85
06/06/2014 08:09,328117,movement,33,68
06/06/2014 08:09,1848529,movement,74,77
06/06/2014 08:09,570267,movement,76,77
06/06/2014 08:09,1700834,movement,64,94
06/06/2014 08:09,766528,movement,76,78
06/06/2014 08:09,2022703,movement,26,67
06/06/2014 08:09,1343758,movement,64,96
06/06/2014 08:09,1288298,movement,35,65
06/06/2014 08:09,119477,movement,75,76
06/06/2014 08:09,1848529,movement,75,76
06/06/2014 08:09,864973,movement,52,85
06/06/2014 08:09,328117,movement,33,67
06/06/2014 08:09,2007242,check-in,99,77
06/06/2014 08:09,2022703,movement,27,66
06/06/2014 08:09,2096121,movement,37,73
06/06/2014 08:09,398396,movement,69,62
06/06/2014 08:09,119477,movement,76,75
06/06/2014 08:09,1700834,movement,64,93
06/06/2014 08:09,615627,movement,80,78
06/06/2014 08:09,1848529,movement,76,75
06/06/2014 08:09,766528,movement,75,77
06/06/2014 08:09,1288298,movement,36,64
06/06/2014 08:09,570267,movement,75,76
06/06/2014 08:09,864973,movement,51,84
06/06/2014 08:09,119477,movement,77,74
06/06/2014 08:09,2022703,movement,28,66
06/06/2014 08:09,1343758,movement,64,95
06/06/2014 08:09,328117,movement,32,66
06/06/2014 08:09,1848529,movement,77,74
06/06/2014 08:10,1700834,movement,65,92
06/06/2014 08:10,766528,movement,74,77
06/06/2014 08:10,1288298,movement,37,63
06/06/2014 08:10,119477,movement,78,73
06/06/2014 08:10,1848529,movement,78,73
06/06/2014 08:10,2022703,movement,29,67
06/06/2014 08:10,864973,movement,50,84
06/06/2014 08:10,398396,movement,70,61
06/06/2014 08:10,615627,movement,81,77
06/06/2014 08:10,2096121,movement,38,74
06/06/2014 08:10,328117,movement,33,65
06/06/2014 08:10,570267,movement,74,77
06/06/2014 08:10,1700834,movement,66,91
06/06/2014 08:10,119477,movement,79,73
06/06/2014 08:10,1848529,movement,79,73
06/06/2014 08:10,1343758,movement,65,94
06/06/2014 08:10,766528,movement,73,78
06/06/2014 08:10,2022703,movement,30,66
06/06/2014 08:10,864973,movement,49,83
06/06/2014 08:10,1288298,movement,38,62
06/06/2014 08:10,328117,movement,34,64
06/06/2014 08:10,561890,movement,98,76
06/06/2014 08:10,119477,movement,80,73
06/06/2014 08:10,1848529,movement,80,74
06/06/2014 08:10,1700834,movement,67,90
06/06/2014 08:10,570267,movement,73,78
06/06/2014 08:10,615627,movement,82,78
06/06/2014 08:10,2022703,movement,31,67
06/06/2014 08:10,398396,movement,69,60
06/06/2014 08:10,2096121,movement,39,73
06/06/2014 08:10,561890,movement,97,76
06/06/2014 08:10,250943,movement,63,98
06/06/2014 08:10,766528,movement,72,79
06/06/2014 08:10,864973,movement,48,82
06/06/2014 08:10,119477,movement,81,73
06/06/2014 08:10,1288298,movement,39,62
06/06/2014 08:10,1848529,movement,81,73
06/06/2014 08:10,328117,movement,34,63
06/06/2014 08:10,1343758,movement,65,93
06/06/2014 08:10,1700834,movement,68,89
06/06/2014 08:10,2022703,movement,32,66
06/06/2014 08:10,561890,movement,96,76
06/06/2014 08:10,250943,movement,63,97
06/06/2014 08:10,119477,movement,82,72
06/06/2014 08:10,1848529,movement,82,72
06/06/2014 08:10,864973,movement,47,81
06/06/2014 08:10,570267,movement,72,79
06/06/2014 08:10,328117,movement,33,62
06/06/2014 08:10,615627,movement,83,79
06/06/2014 08:10,766528,movement,71,80
06/06/2014 08:10,1288298,movement,40,61
06/06/2014 08:10,561890,movement,95,77
06/06/2014 08:10,119477,movement,83,71
06/06/2014 08:10,2022703,movement,33,65
06/06/2014 08:10,2096121,movement,40,74
06/06/2014 08:10,1700834,movement,68,88
06/06/2014 08:10,398396,movement,68,59
06/06/2014 08:10,1848529,movement,83,71
06/06/2014 08:10,250943,movement,64,96
06/06/2014 08:10,1343758,movement,66,92
06/06/2014 08:10,864973,movement,46,80
06/06/2014 08:10,561890,movement,94,77
06/06/2014 08:10,119477,movement,84,70
06/06/2014 08:10,328117,movement,32,62
06/06/2014 08:10,1848529,movement,84,70
06/06/2014 08:10,2022703,movement,34,64
06/06/2014 08:10,766528,movement,71,81
06/06/2014 08:10,1700834,movement,68,87
06/06/2014 08:10,570267,movement,71,80
06/06/2014 08:10,1288298,movement,41,61
06/06/2014 08:10,250943,movement,64,95
06/06/2014 08:10,615627,movement,84,79
06/06/2014 08:10,561890,movement,93,77
06/06/2014 08:10,119477,movement,85,69
06/06/2014 08:10,1848529,movement,85,69
06/06/2014 08:10,864973,movement,45,79
06/06/2014 08:10,398396,movement,68,58
06/06/2014 08:10,2096121,movement,41,75
06/06/2014 08:10,328117,movement,31,61
06/06/2014 08:10,2022703,movement,34,63
06/06/2014 08:10,250943,movement,64,94
06/06/2014 08:10,2007242,movement,98,76
06/06/2014 08:10,1700834,movement,68,86
06/06/2014 08:10,1343758,movement,67,91
06/06/2014 08:10,561890,movement,92,78
06/06/2014 08:10,766528,movement,70,82
06/06/2014 08:10,119477,movement,86,68
06/06/2014 08:10,1288298,movement,42,60
06/06/2014 08:10,1932928,movement,64,98
06/06/2014 08:10,1848529,movement,85,68
06/06/2014 08:10,570267,movement,71,81
06/06/2014 08:10,2022703,movement,33,62
06/06/2014 08:10,864973,movement,44,78
06/06/2014 08:10,250943,movement,64,93
06/06/2014 08:10,561890,movement,91,78
06/06/2014 08:10,328117,movement,30,60
06/06/2014 08:10,615627,movement,85,80
06/06/2014 08:10,119477,movement,87,67
06/06/2014 08:10,1932928,movement,63,97
06/06/2014 08:10,1848529,movement,86,67
06/06/2014 08:10,1700834,movement,69,85
06/06/2014 08:10,766528,movement,70,83
06/06/2014 08:10,398396,movement,69,57
06/06/2014 08:10,2022703,movement,32,62
06/06/2014 08:10,561890,movement,90,79
06/06/2014 08:10,2096121,movement,42,76
06/06/2014 08:10,119477,movement,87,66
06/06/2014 08:10,250943,movement,64,92
06/06/2014 08:10,2007242,movement,97,77
06/06/2014 08:10,864973,movement,43,77
06/06/2014 08:10,1343758,movement,67,90
06/06/2014 08:10,1848529,movement,87,66
06/06/2014 08:10,328117,movement,29,60
06/06/2014 08:10,570267,movement,70,82
06/06/2014 08:10,1932928,movement,64,96
06/06/2014 08:10,1700834,movement,69,84
06/06/2014 08:10,561890,movement,89,79
06/06/2014 08:10,1155879,movement,64,98
06/06/2014 08:10,766528,movement,69,84
06/06/2014 08:10,119477,movement,88,65
06/06/2014 08:10,2022703,movement,31,61
06/06/2014 08:10,615627,movement,86,80
06/06/2014 08:10,250943,movement,65,91
06/06/2014 08:10,1848529,movement,87,65
06/06/2014 08:11,864973,movement,42,76
06/06/2014 08:11,328117,movement,28,59
06/06/2014 08:11,1932928,movement,65,95
06/06/2014 08:11,561890,movement,88,79
06/06/2014 08:11,119477,movement,89,64
06/06/2014 08:11,1700834,movement,68,83
06/06/2014 08:11,1343758,movement,68,89
06/06/2014 08:11,1848529,movement,88,64
06/06/2014 08:11,2022703,movement,30,60
06/06/2014 08:11,398396,movement,68,56
06/06/2014 08:11,2096121,movement,43,77
06/06/2014 08:11,2007242,movement,96,77
06/06/2014 08:11,250943,movement,66,90
06/06/2014 08:11,1155879,movement,64,97
06/06/2014 08:11,570267,movement,69,83
06/06/2014 08:11,766528,movement,68,85
06/06/2014 08:11,864973,movement,41,75
06/06/2014 08:11,561890,movement,87,79
06/06/2014 08:11,1932928,movement,65,94
06/06/2014 08:11,810123,check-in,0,67
06/06/2014 08:11,1623035,check-in,0,67
06/06/2014 08:11,328117,movement,27,58
06/06/2014 08:11,119477,movement,88,63
06/06/2014 08:11,1848529,movement,87,63
06/06/2014 08:11,615627,movement,87,80
06/06/2014 08:11,1700834,movement,68,82
06/06/2014 08:11,2022703,movement,29,60
06/06/2014 08:11,250943,movement,67,89
06/06/2014 08:11,1155879,movement,63,96
06/06/2014 08:11,561890,movement,86,80
06/06/2014 08:11,1932928,movement,64,93
06/06/2014 08:11,119477,movement,89,62
06/06/2014 08:11,766528,movement,68,86
06/06/2014 08:11,1848529,movement,88,62
06/06/2014 08:11,864973,movement,40,75
06/06/2014 08:11,570267,movement,69,84
06/06/2014 08:11,328117,movement,26,57
06/06/2014 08:11,2007242,movement,95,76
06/06/2014 08:11,1343758,movement,68,88
06/06/2014 08:11,2096121,movement,44,78
06/06/2014 08:11,2022703,movement,28,59
06/06/2014 08:11,398396,movement,67,55
